Geneid	gene_name	SRR3655795Aligned.sortedByCoord.out.bam	SRR3655801Aligned.sortedByCoord.out.bam	SRR3655791Aligned.sortedByCoord.out.bam	SRR3655798Aligned.sortedByCoord.out.bam	SRR3655797Aligned.sortedByCoord.out.bam	SRR3655799Aligned.sortedByCoord.out.bam	SRR3655793Aligned.sortedByCoord.out.bam	SRR3655800Aligned.sortedByCoord.out.bam	SRR3655802Aligned.sortedByCoord.out.bam	SRR3655792Aligned.sortedByCoord.out.bam	SRR3655794Aligned.sortedByCoord.out.bam	SRR3655796Aligned.sortedByCoord.out.bam
pigu	NA	53	67	62	147	147	96	50	232	187	177	146	137
LOC101887001	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439852	NA	0	0	0	0	0	0	0	1	0	1	0	0
ptprt	NA	7	7	7	1	1	9	2	22	21	10	7	9
si:dkey-6e2.2	NA	69	94	108	189	189	105	87	283	220	214	212	165
rbl1	NA	81	148	71	570	570	226	152	569	326	148	343	238
chd6	NA	85	84	59	176	176	121	63	275	193	135	145	195
fam65c	NA	20	27	10	33	33	31	17	46	79	44	40	47
blcap	NA	453	539	446	623	623	495	371	1322	1396	1120	1057	1225
tmem74b	NA	0	0	0	0	0	0	0	1	0	0	0	0
psmf1	NA	244	880	225	895	895	706	296	1672	2047	572	713	574
rspo4	NA	0	1	0	0	0	0	0	2	2	0	0	0
angpt4	NA	9	9	10	17	17	14	8	39	27	15	16	25
abraa	NA	0	0	0	16	16	0	0	2	6	0	0	0
rims4	NA	1	2	5	0	0	3	1	6	10	7	7	2
ywhaba	NA	2748	3929	3409	5417	5417	3919	3659	10161	9692	8620	9283	6757
tomm34	NA	219	558	161	638	638	435	123	1165	1411	376	375	524
cox6c	NA	1716	3240	1453	1555	1555	2266	1914	5490	8035	3946	4813	4020
zc3h10	NA	123	130	104	123	123	118	93	278	303	240	218	265
esyt1b	NA	244	380	227	363	363	241	258	594	930	549	711	619
eif6	NA	679	623	746	709	709	575	786	1345	1499	1738	1988	1704
si:ch211-239j9.1	NA	34	36	27	8	8	26	22	77	64	79	70	53
mmp24	NA	1	2	2	10	10	5	3	12	3	1	1	4
fam83c	NA	136	91	137	85	85	200	151	473	266	374	404	310
uqcc1	NA	143	187	119	188	188	113	136	311	485	335	368	334
gdf5	NA	0	1	0	0	0	3	1	3	2	0	1	1
sdc4	NA	442	629	647	2174	2174	863	496	2000	1487	1528	1201	1042
oser1	NA	277	551	292	347	347	468	298	1179	1458	688	769	642
LOC108190448	NA	1	0	0	0	0	0	0	0	0	0	0	2
rbpjl	NA	30	17	14	34	34	51	10	136	54	37	30	70
matn4	NA	3	0	0	1	1	2	1	6	5	1	1	1
or134-1	NA	0	0	0	0	0	1	0	0	0	0	0	0
or137-3	NA	0	5	0	1	1	4	0	2	9	1	1	0
or137-8	NA	0	0	0	0	0	0	0	0	0	0	0	0
or137-4	NA	0	0	0	0	0	0	0	0	1	0	0	0
or137-5	NA	0	0	0	0	0	0	0	0	0	0	0	0
or137-9	NA	0	0	0	0	0	0	0	0	0	0	0	0
or137-7	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-3f10.14	NA	0	0	0	0	0	0	0	0	0	0	0	0
or137-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
or137-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-3f10.12	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-3f10.11	NA	0	0	0	0	0	0	0	0	0	0	0	0
or136-1	NA	0	0	2	0	0	0	0	0	0	0	0	0
uba7	NA	524	1918	390	1639	1639	1539	749	4005	4789	975	1903	1163
fam212ab	NA	16	44	20	102	102	24	18	91	96	53	35	31
gnai2b	NA	155	174	83	409	409	101	109	284	436	192	259	353
slc38a3b	NA	2	28	1	204	204	76	2	195	74	1	1	1
LOC103911277	NA	3	0	0	0	0	0	0	5	2	3	0	8
rbm5	NA	1579	895	1494	965	965	699	1264	1890	2660	4018	3384	3930
cysltr3	NA	4	10	7	8	8	4	22	11	12	3	67	6
gnb1b	NA	1318	1953	1265	3308	3308	1877	1625	4664	5025	3258	4112	3168
si:ch211-161c3.5	NA	3	11	7	5	5	8	4	36	36	21	11	13
si:ch211-161c3.6	NA	5	5	1	12	12	3	3	12	7	5	4	4
mst1	NA	70	268	61	934	934	1071	50	2747	722	152	112	169
LOC101883477	NA	0	2	2	0	0	0	0	0	2	1	1	1
abhd14b	NA	1042	2032	1311	572	572	2087	1555	5075	4982	3104	3622	2586
cacna2d2a	NA	0	0	0	9	9	3	3	7	2	2	4	4
LOC108190449	NA	0	0	0	0	0	0	0	0	0	0	0	0
hyal1	NA	26	63	54	296	296	51	51	177	145	129	118	69
fhit	NA	68	80	79	155	155	99	35	236	211	173	156	167
hyal2a	NA	19	29	19	166	166	15	12	44	69	42	37	51
tusc2a	NA	12	45	24	26	26	37	24	107	108	61	63	28
hmga1b	NA	3	8	7	5	5	13	4	18	26	16	12	19
nudt3b	NA	18	25	30	90	90	49	21	112	82	69	73	53
rps10	NA	22611	14217	22619	12132	12132	13860	14730	35332	36118	59361	38514	56759
pacsin1b	NA	1005	1161	1188	675	675	1055	1325	2689	2848	2985	3427	2467
spdef	NA	9	85	25	48	48	116	34	282	193	49	70	35
zgc:101577	NA	331	432	437	428	428	470	466	1240	1107	1152	1238	911
anks1ab	NA	10	7	6	18	18	10	8	36	16	12	13	12
snrpc	NA	251	412	166	415	415	330	295	815	1035	462	661	632
sys1	NA	129	246	145	421	421	213	183	489	525	361	531	346
LOC108179103	NA	6	1	0	7	7	1	0	7	5	3	2	4
LOC571410	NA	9	11	5	4	4	9	25	17	19	13	65	24
si:ch211-233f11.5	NA	2	1	5	0	0	2	6	11	6	6	26	3
mirlet7a-6	NA	5	0	4	0	0	1	0	3	1	15	7	10
tulp1b	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439885	NA	0	0	0	1	1	0	0	0	0	0	0	0
tead3b	NA	35	31	31	49	49	41	25	112	78	83	72	93
smpd2b	NA	124	315	145	408	408	551	215	1426	838	385	493	311
pkp1b	NA	18	21	18	263	263	45	24	76	78	30	45	33
tnnt2b	NA	0	2	0	3	3	0	0	0	1	0	0	0
tnni1b	NA	1	9	3	2	2	0	1	1	13	1	0	0
csrp1b	NA	950	1054	890	461	461	944	328	2394	2938	2289	854	2461
nav1b	NA	15	12	11	25	25	15	11	49	27	36	19	34
LOC103911280	NA	0	0	0	1	1	0	0	0	0	1	0	0
mybphb	NA	3	6	18	1	1	4	0	8	29	39	5	19
LOC559637	NA	1	0	0	2	2	2	0	0	0	2	0	1
manbal	NA	128	199	178	168	168	176	119	465	469	372	305	288
LOC571865	NA	83	83	57	70	70	65	82	160	193	172	224	178
LOC797048	NA	1	5	1	0	0	1	0	1	9	1	3	0
zgc:109913	NA	0	5	0	0	0	0	0	0	9	0	3	2
ube2c	NA	18	618	8	228	228	117	50	321	1389	18	108	36
dnttip1	NA	159	304	160	432	432	246	169	608	769	409	512	487
pcif1	NA	84	137	110	129	129	118	88	326	310	226	204	172
pltp	NA	140	644	129	569	569	454	145	1117	1651	360	377	321
ctsa	NA	1379	3637	1869	4322	4322	4376	1936	10970	8953	4713	4988	3472
ncoa5	NA	562	962	606	753	753	702	537	1756	2366	1419	1379	1420
si:ch211-59d13.2	NA	16	7	17	43	43	23	13	45	24	55	36	40
LOC101882786	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-81n22.1	NA	45	92	69	63	63	66	67	165	243	166	197	142
LOC101886558	NA	7	0	0	0	0	0	0	1	2	0	0	9
cyp24a1	NA	83	36	115	1125	1125	369	138	958	90	290	346	211
eya2	NA	29	8	20	25	25	26	13	53	30	46	27	70
rtfdc1	NA	133	316	137	377	377	388	129	942	709	334	338	338
gcnt7	NA	913	956	828	371	371	597	1187	1597	2344	2270	3158	2148
tfap2c	NA	0	18	0	53	53	46	0	148	49	3	7	3
LOC110439879	NA	0	0	0	0	0	0	0	1	1	0	0	0
LOC101882673	NA	1	0	1	0	0	0	0	1	0	0	0	0
LOC100536716	NA	0	1	0	0	0	1	0	2	2	0	0	0
LOC110439880	NA	0	0	2	2	2	0	1	0	7	6	2	0
LOC108190452	NA	0	1	1	5	5	0	1	0	4	1	8	0
znfx1	NA	672	1012	589	3697	3697	1217	391	2993	2477	1512	994	1630
ddx27	NA	584	462	553	529	529	394	444	1017	1115	1234	1074	1323
snrpb	NA	1429	2773	1094	1813	1813	1655	1500	4077	6456	2666	3867	3356
itcha	NA	273	136	277	210	210	255	186	661	353	679	491	678
necab3	NA	2	2	3	3	3	1	1	6	5	6	1	6
zgc:153702	NA	9	3	7	9	9	8	2	25	13	18	5	14
snta1	NA	11	16	13	55	55	82	7	183	51	23	25	20
tox2	NA	93	104	60	64	64	109	102	301	275	145	266	227
LOC110439887	NA	0	0	0	0	0	0	0	0	0	0	0	0
ralgapb	NA	425	433	434	621	621	632	364	1649	1107	1055	939	1041
LOC100537363	NA	3	0	1	5	5	0	1	6	2	5	2	5
LOC100537401	NA	0	0	0	0	0	0	0	0	0	0	0	0
arfrp1	NA	146	158	132	191	191	146	122	429	424	302	408	308
stmn3	NA	0	0	2	2	2	2	1	2	3	4	0	1
helz2	NA	155	740	618	3723	3723	1379	395	3460	1813	1543	965	452
sp7	NA	1	0	0	2	2	0	1	5	5	2	1	2
igsf8	NA	19	45	17	75	75	126	45	342	124	54	124	55
soat2	NA	12	30	5	30	30	36	1	86	98	20	0	35
kif5ab	NA	2	2	0	0	0	0	0	4	3	0	2	2
dctn2	NA	659	793	799	790	790	850	630	2284	2056	1787	1563	1552
mbd6	NA	53	94	105	71	71	80	84	210	185	320	211	175
ddit3	NA	686	650	1178	1025	1025	766	808	1891	1619	3059	1932	1652
mars	NA	320	565	387	928	928	426	302	950	1350	1049	805	825
arhgap9	NA	100	83	57	86	86	65	140	169	216	148	318	280
nxph4	NA	3	0	0	0	0	1	1	1	2	6	0	7
shmt2	NA	1119	228	941	205	205	621	1481	1512	624	2563	3617	2824
ndufa4l2	NA	0	0	0	0	0	0	0	0	0	0	0	1
fam210b	NA	459	171	409	224	224	185	271	497	532	1046	755	1202
ppp1r16b	NA	41	51	36	89	89	41	34	106	130	84	98	98
gli1	NA	78	54	76	82	82	63	96	168	196	207	196	190
LOC100329520	NA	0	41	0	9	9	9	0	36	94	0	0	1
r3hdm2	NA	118	46	73	42	42	107	82	216	137	236	222	251
caskb	NA	56	45	50	129	129	53	65	150	166	121	145	132
ddx3b	NA	2656	3024	2098	3945	3945	3056	2136	7683	7951	5437	5562	6612
kdm6al	NA	378	252	491	350	350	338	340	950	652	1128	829	910
LOC101883235	NA	8	6	9	0	0	14	21	28	6	35	48	21
aamp	NA	1063	518	823	426	426	412	629	1121	1352	2167	1716	2565
LOC100000545	NA	17	14	15	4	4	6	9	20	26	58	18	35
nufip1	NA	63	46	72	77	77	55	46	132	121	177	113	208
fbxl3b	NA	115	208	77	156	156	186	95	428	519	236	263	274
zgc:65895	NA	73	103	37	134	134	84	37	222	225	104	86	165
LOC103910356	NA	0	0	0	0	0	0	0	0	0	0	0	0
mtrf1	NA	68	74	90	49	49	66	46	198	180	204	111	165
gpr180	NA	20	9	15	5	5	18	9	20	28	17	12	52
LOC100330805	NA	777	204	813	117	117	140	449	412	541	2158	1237	2013
wbp4	NA	21	47	23	28	28	42	33	136	96	85	80	60
trnae-uuc_159	NA	0	0	0	0	0	0	0	0	0	0	0	0
slain1b	NA	4	64	0	28	28	9	5	16	158	4	5	12
LOC110439881	NA	0	8	0	7	7	0	1	3	20	0	1	0
tgm8	NA	0	2	4	110	110	13	3	22	9	2	6	0
ccndbp1	NA	188	185	202	176	176	178	207	429	436	506	504	469
pmepa1	NA	34	36	18	182	182	78	40	188	74	60	74	66
pck1	NA	68523	3250	6513	9057	9057	1131	31979	2814	8656	16500	82657	167180
prelid3b	NA	2055	642	432	2029	2029	371	1072	978	1604	978	2555	5215
aurka	NA	3	176	2	94	94	46	14	119	487	3	36	10
slc32a1	NA	0	0	0	0	0	0	1	0	0	0	0	0
LOC100535133	NA	6	4	7	6	6	8	3	15	19	17	16	19
LOC103911288	NA	1	0	13	5	5	1	11	4	3	16	20	1
LOC103911289	NA	1	1	0	0	0	0	3	1	2	2	10	1
LOC103911290	NA	12	5	10	2	2	4	3	15	10	25	7	25
si:ch211-281p14.2	NA	1	0	5	0	0	1	5	0	0	11	4	2
nrxn2b	NA	3	17	21	17	17	7	12	21	21	49	17	30
LOC101886393	NA	317	374	245	978	978	585	366	1451	887	583	791	804
drap1	NA	738	964	656	703	703	783	751	1817	2506	1832	1921	1723
zgc:63470	NA	71	153	136	110	110	154	126	359	322	306	268	230
rela	NA	160	227	199	689	689	284	207	829	627	488	454	442
LOC101883941	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:cabz01076231.1	NA	0	8	0	2	2	2	0	7	7	0	0	3
cabz01076234.2	NA	248	544	305	175	175	492	411	1259	1374	781	1079	629
LOC103911293	NA	0	0	1	0	0	0	0	0	1	1	0	0
zgc:175177	NA	37	128	30	45	45	99	41	271	377	72	77	71
LOC110439911	NA	18	13	13	8	8	22	16	53	30	34	36	32
si:cabz01112025.1	NA	1	0	0	1	1	4	3	20	4	4	5	5
muc21	NA	1	2	0	1	1	3	0	5	6	0	0	1
LOC108190589	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911298	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101885459	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190590	NA	0	0	0	0	0	0	0	0	2	1	1	0
si:dkey-162h11.3	NA	0	1	1	12	12	1	0	3	1	0	0	0
epdl1	NA	704	1567	617	5479	5479	3365	1030	8298	3896	1583	2625	1801
dctn1a	NA	174	232	258	373	373	390	297	933	615	625	759	437
alpk1	NA	274	323	471	1215	1215	380	569	970	760	1276	1521	743
trnar-ucu_121	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100149796	NA	0	0	0	1	1	0	0	0	1	1	0	0
si:dkeyp-74b6.2	NA	1	1	2	5	5	0	0	0	0	1	0	1
ripk3	NA	68	192	98	1643	1643	182	82	481	520	276	230	176
khnyn	NA	241	324	289	667	667	454	261	1116	737	687	649	662
si:cabz01090193.1	NA	83	55	87	173	173	93	63	199	110	223	162	191
si:cabz01101003.1	NA	181	401	151	1137	1137	304	173	760	1076	335	373	399
emc4	NA	20	44	23	31	31	43	22	87	107	56	52	58
lpcat4	NA	46	63	28	50	50	42	27	119	151	78	91	122
nop10	NA	221	142	134	128	128	98	216	273	413	427	611	660
LOC108190593	NA	52	38	62	126	126	53	32	142	86	168	96	102
si:cabz01102082.1	NA	205	148	240	448	448	201	143	536	411	647	497	524
tox4b	NA	119	68	108	125	125	94	100	215	164	301	227	258
supt16h	NA	572	1163	522	821	821	714	702	1885	3196	1416	1779	1374
LOC103911305	NA	0	0	0	1	1	1	0	1	1	0	0	0
LOC110439979	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100334579	NA	0	0	0	0	0	0	0	0	1	0	0	0
LOC100334521	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101882221	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101882290	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:171424	NA	0	0	0	2	2	0	0	0	0	0	0	0
LOC110439977	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911313	NA	1	0	0	0	0	3	3	16	0	0	5	0
si:cabz01007794.1	NA	0	0	0	26	26	1	0	2	0	0	4	0
si:cabz01007802.1	NA	8	29	23	397	397	62	7	153	79	50	25	10
si:cabz01007807.1	NA	0	0	1	2	2	1	1	1	0	0	1	1
LOC110439976	NA	0	1	0	4	4	1	0	0	0	0	0	0
si:dkey-187j14.6	NA	0	0	0	2	2	0	0	0	3	0	0	0
si:dkey-187j14.4	NA	0	5	5	2	2	1	0	2	8	0	0	0
zgc:172065	NA	0	15	0	2	2	0	1	0	46	1	0	0
LOC110437729	NA	0	4	0	86	86	7	1	11	15	2	1	0
si:dkey-187j14.1	NA	0	1	0	1	1	1	0	4	2	0	0	1
LOC101886404	NA	56	14	3	102	102	8	9	11	43	15	17	121
LOC108179114	NA	6	11	2	520	520	10	7	33	36	4	28	30
LOC101886672	NA	0	0	0	9	9	0	0	0	0	0	0	0
zgc:66473	NA	0	0	0	2	2	0	0	2	0	0	0	0
LOC110439978	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-125e8.4	NA	0	0	0	0	0	1	0	1	0	0	0	0
LOC110439912	NA	0	0	1	0	0	0	0	0	1	1	9	0
LOC110439964	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439965	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-217i17.1	NA	0	20	1	1	1	0	3	1	28	6	9	0
LOC100332081	NA	0	27	15	0	0	1	253	0	45	25	566	0
LOC100534786	NA	0	0	0	0	0	0	2	0	0	0	3	0
LOC103911321	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:171695	NA	1	8	12	1	1	0	39	2	22	10	116	1
LOC100331508	NA	0	3	2	0	0	0	246	1	2	2	573	1
LOC110439913	NA	0	1	0	0	0	0	0	0	4	0	0	0
LOC101885464	NA	0	8	0	9	9	13	75	44	14	1	206	0
si:ch73-122k23.1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-201l21.4	NA	0	0	2	1	1	3	17	1	1	9	20	3
LOC101885707	NA	478	820	16	475	475	1036	0	2548	2047	56	1	1019
LOC101885844	NA	0	6	20	9	9	41	201	59	14	33	515	2
LOC101885962	NA	80	50	39	107	107	78	0	219	145	75	0	191
LOC110439966	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:172075	NA	2	424	110	16	16	334	0	882	932	263	2	0
LOC101884286	NA	0	22	5	2	2	9	0	37	43	29	0	0
si:ch211-285c6.4	NA	1	100	21	4	4	164	0	375	236	80	0	0
LOC101884354	NA	1	17	16	5	5	12	22	23	44	44	77	5
LOC110439915	NA	161	219	243	1862	1862	204	260	451	547	568	658	425
si:ch211-285c6.1	NA	0	206	1	9	9	80	0	177	582	7	0	0
si:ch211-285c6.2	NA	0	6	0	0	0	1	1	3	19	2	0	0
si:ch211-285c6.6	NA	67	57	54	30	30	1	76	1	121	160	152	171
si:ch211-285c6.3	NA	0	159	140	6	6	1	0	9	356	362	0	3
LOC100534694	NA	0	1	1	0	0	0	0	0	6	1	0	0
si:dkey-192d15.2	NA	168	184	2	69	69	20	1	34	408	5	2	357
LOC107980443	NA	6	6	0	1	1	0	27	0	14	9	56	6
si:dkey-192d15.3	NA	0	11	0	0	0	7	1	19	50	3	7	0
si:ch211-282j17.1	NA	15	19	5	3	3	33	13	69	45	27	34	15
si:ch211-282j17.3	NA	15	13	16	0	0	22	15	91	31	29	40	16
si:ch211-282j17.12	NA	0	0	0	0	0	0	0	0	0	0	0	2
si:ch211-282j17.13	NA	0	1	0	0	0	0	1	0	1	0	0	0
si:ch211-282j17.7	NA	1	0	0	0	0	0	0	0	4	3	0	2
si:ch211-282j17.8	NA	0	2	0	0	0	1	0	2	4	0	0	0
si:ch211-282j17.10	NA	2	1	0	0	0	4	0	1	1	0	1	0
si:ch211-282j17.11	NA	1	1	0	0	0	0	0	3	5	0	4	0
LOC103911320	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch73-335d12.2	NA	1	0	0	0	0	0	0	1	1	0	2	2
zgc:195077	NA	2	0	0	0	0	0	0	0	0	0	0	4
si:dkey-88n24.9	NA	0	2	0	0	0	2	0	4	7	0	4	0
si:dkey-88n24.8	NA	0	1	0	0	0	2	0	1	0	3	0	0
si:dkey-88n24.7	NA	0	0	1	0	0	1	0	0	2	0	0	0
si:dkey-88n24.6	NA	0	2	0	0	0	0	2	0	4	3	0	0
si:dkey-88n24.5	NA	21	1	0	16	16	10	6	19	0	0	19	33
si:dkey-88n24.11	NA	0	4	0	0	0	2	0	2	4	0	0	0
si:dkey-88n24.10	NA	0	0	0	0	0	0	0	0	1	0	0	0
LOC553259	NA	0	0	0	0	0	0	1	3	0	0	0	0
ndrg2	NA	63	83	81	127	127	154	47	423	203	199	152	136
zgc:55733	NA	365	251	322	387	387	154	248	421	603	790	648	774
si:ch211-63p21.2	NA	0	0	0	0	0	0	0	2	0	0	0	0
si:ch211-63p21.1	NA	11	2	3	22	22	6	6	15	1	14	16	20
LOC101886680	NA	0	0	1	1	1	4	0	5	0	2	3	1
si:ch211-63p21.3	NA	0	7	3	1	1	2	6	8	13	7	12	1
si:ch211-63p21.4	NA	4	0	1	0	0	6	0	15	6	4	0	6
si:ch211-63p21.5	NA	1	0	2	0	0	3	1	17	8	4	4	4
LOC103911323	NA	0	2	3	1	1	0	2	6	3	3	4	2
LOC108190601	NA	0	0	0	0	0	0	0	0	0	0	0	0
cbln11	NA	0	101	1	2650	2650	36	1	86	331	2	0	2
si:ch211-63p21.8	NA	0	0	1	0	0	0	0	0	1	0	0	0
slc12a10.2	NA	0	0	0	1	1	0	0	1	0	0	0	0
slc12a10.3	NA	0	0	0	2	2	0	0	4	2	0	0	0
slc12a10.1	NA	0	9	0	0	0	3	0	6	10	0	0	1
LOC101883073	NA	0	3	0	0	0	0	0	0	1	1	0	0
LOC110439967	NA	0	1	0	1	1	0	0	2	0	0	0	0
si:dkey-83f18.11	NA	0	1	0	0	0	2	1	5	8	0	2	0
LOC103911324	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-83f18.10	NA	0	0	0	0	0	0	0	0	1	0	0	2
si:dkey-83f18.9	NA	0	2	1	0	0	4	1	5	3	0	1	0
si:dkey-83f18.8	NA	0	4	1	0	0	4	0	11	7	3	0	0
si:dkey-83f18.7	NA	3	3	0	0	0	2	1	3	8	0	1	7
zgc:162060	NA	0	1	0	1	1	0	1	0	1	0	0	1
si:dkey-83f18.6	NA	1	3	0	1	1	0	6	1	1	0	9	0
si:dkey-83f18.5	NA	2	1	1	0	0	1	1	1	3	2	1	6
si:dkey-83f18.3	NA	0	0	0	0	0	0	1	1	2	1	2	0
LOC100000851	NA	0	1	0	0	0	2	1	3	4	1	3	0
si:ch211-225k7.6	NA	0	5	2	0	0	0	0	0	8	0	2	0
si:ch211-225k7.2	NA	2	3	1	0	0	0	0	2	2	1	3	3
si:ch211-225k7.3	NA	0	0	0	1	1	0	2	3	0	0	2	1
si:ch211-225k7.4	NA	0	0	0	0	0	1	0	2	3	0	1	0
si:ch211-225k7.5	NA	0	1	0	0	0	0	0	4	3	5	3	0
si:dkey-28d5.3	NA	0	4	1	1	1	5	1	11	16	3	2	2
LOC110439916	NA	0	0	0	2	2	0	0	1	1	0	1	0
LOC108190603	NA	0	1	1	2	2	2	2	8	1	0	2	2
LOC110439917	NA	0	2	0	0	0	0	0	1	4	0	0	0
si:dkey-28d5.4	NA	0	18	1	0	0	0	1	2	81	0	1	1
si:dkey-83f18.2	NA	0	0	0	0	0	0	0	3	0	0	1	1
si:dkey-28d5.15	NA	15	8	24	14	14	52	2	115	25	30	9	46
LOC108179137	NA	4	13	4	0	0	4	2	6	44	6	10	8
LOC108190604	NA	3	18	0	0	0	6	0	7	39	0	0	4
si:dkey-28d5.8	NA	1	5	0	0	0	2	0	4	9	0	0	5
si:dkey-28d5.9	NA	3	5	7	0	0	2	8	20	19	15	11	2
si:dkey-28d5.10	NA	4	12	2	0	0	19	13	53	31	1	19	4
LOC100334522	NA	1	17	0	0	0	1	0	6	52	3	5	1
si:dkey-28d5.13	NA	3	15	8	3	3	7	13	15	40	25	22	11
si:dkey-28d5.12	NA	1	20	9	1	1	3	7	8	31	9	30	8
si:dkey-28d5.14	NA	2	12	14	2	2	4	32	9	19	55	77	1
si:dkey-81n2.2	NA	4	9	3	1	1	14	1	40	25	9	5	8
si:dkey-81n2.1	NA	2	3	1	0	0	2	0	5	3	1	4	0
si:ch211-272h9.3	NA	4	15	0	5	5	8	1	30	24	6	4	3
ltb4r	NA	20	63	13	1743	1743	115	44	278	169	54	113	37
ltb4r2a	NA	64	78	18	230	230	122	46	315	206	61	114	122
zgc:195075	NA	25	377	3	66	66	896	1	2248	810	5	3	43
LOC100333313	NA	1	0	0	3	3	2	2	4	3	1	2	2
si:ch73-223f5.1	NA	31	102	48	260	260	154	49	403	253	146	110	91
LOC103911332	NA	1	0	0	1	1	0	0	0	0	1	3	2
LOC100535263	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:cabz01074944.1	NA	41	54	29	415	415	60	56	142	169	85	149	94
si:cabz01074946.1	NA	72	87	48	1175	1175	143	65	350	181	113	193	191
vangl2	NA	135	175	150	274	274	317	168	727	525	386	349	307
arhgef11	NA	231	389	288	283	283	561	256	1465	946	782	641	612
trnae-cuc_169	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnae-cuc_170	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnae-cuc_171	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-67a8.2	NA	24	42	36	438	438	31	28	99	107	77	73	79
LOC565424	NA	3	0	1	4	4	1	0	0	6	2	10	4
si:dkeyp-67a8.4	NA	0	0	0	2	2	0	2	0	1	0	1	0
LOC100535728	NA	0	0	0	1	1	0	0	0	1	0	0	2
LOC565813	NA	2	3	1	14	14	6	3	17	4	1	1	4
si:dkey-10h3.1	NA	1	1	0	3	3	0	1	9	2	1	3	3
LOC110439918	NA	1	0	2	31	31	3	6	11	8	1	16	0
LOC110439922	NA	1	0	0	0	0	0	0	0	0	0	0	0
LOC565947	NA	0	2	3	32	32	14	4	19	5	3	6	6
LOC108190750	NA	3	3	1	1	1	6	1	21	2	3	3	1
LOC110439969	NA	1	0	0	9	9	2	1	5	5	0	1	1
LOC108190613	NA	2	1	0	0	0	0	2	0	4	2	0	4
LOC110439920	NA	2	7	1	1	1	2	2	6	7	12	11	5
si:dkey-23a13.2	NA	13	20	5	49	49	19	14	42	67	26	29	31
zgc:195633	NA	0	0	0	0	0	0	0	2	0	0	0	0
si:dkey-23a13.5	NA	0	22	2	7	7	6	3	33	40	2	9	0
si:dkey-23a13.6	NA	0	0	0	1	1	0	0	0	0	0	0	0
si:dkey-23a13.7	NA	0	2	0	3	3	4	2	3	7	0	3	0
si:dkey-23a13.8	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-23a13.9	NA	0	0	0	0	0	1	0	1	3	0	5	0
si:dkey-23a13.11	NA	3	0	0	110	110	8	29	28	1	2	49	7
LOC101883964	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110439921	NA	0	0	1	0	0	0	0	0	0	1	0	0
si:dkey-23a13.1	NA	0	1	0	3	3	0	1	4	3	0	2	0
si:dkey-23a13.14	NA	0	0	0	1	1	0	0	0	2	0	0	0
zgc:163040	NA	0	2	1	0	0	3	1	2	8	1	1	0
si:dkey-23a13.16	NA	0	1	0	1	1	2	0	1	9	0	2	0
si:dkey-23a13.17	NA	0	1	0	0	0	2	0	2	2	0	0	0
si:dkey-23a13.20	NA	0	0	0	0	0	0	1	1	1	0	0	0
hist2h3ca1	NA	0	1	0	0	0	0	0	1	1	1	0	0
si:dkey-23a13.22	NA	0	21	0	7	7	6	2	27	47	2	2	6
LOC108190616	NA	0	0	0	1	1	3	0	5	0	1	2	0
LOC101884770	NA	2	1	0	0	0	0	1	3	0	0	4	0
si:dkey-273g18.1	NA	12	32	10	23	23	49	17	120	106	32	36	33
LOC101884836	NA	0	1	0	0	0	0	0	4	0	0	0	0
LOC100331412	NA	0	1	0	0	0	0	0	1	0	0	0	0
si:cabz01036006.1	NA	3	36	6	38	38	28	10	56	59	14	20	25
LOC100534707	NA	1	1	0	0	0	0	1	1	3	0	1	1
