Geneid	gene_name	SRR3655801	SRR3655798	SRR3655791	SRR3655799	SRR3655795	SRR3655793	SRR3655797	SRR3655792	SRR3655794	SRR3655800	SRR3655802	SRR3655796
znf1008	NA	8	4	6	7	5	2	4	11	11	18	22	11
LOC101886546	NA	129	106	40	180	43	48	106	140	153	448	310	110
zgc:113452	NA	100	89	54	102	49	84	89	134	182	215	248	134
LOC794642	NA	74	73	64	56	40	46	73	167	141	205	177	143
zgc:174263	NA	163	202	113	134	136	138	202	285	387	400	434	364
LOC110437952	NA	0	1	1	0	0	1	1	0	0	0	0	0
si:dkey-33c14.3	NA	0	12	28	1	15	6	12	59	3	0	0	32
LOC101882185	NA	1	0	2	0	0	7	0	5	14	0	3	1
sharpin	NA	311	177	341	336	294	307	177	882	801	823	797	746
si:dkey-33c14.6	NA	9	11	11	6	11	6	11	23	23	9	29	24
si:dkey-33c14.7	NA	11	4	3	4	9	7	4	19	19	17	16	19
wrnip1	NA	131	89	65	115	50	68	89	172	164	285	312	115
mylk4a	NA	6	2	12	2	0	1	2	23	12	7	12	7
foxc1a	NA	2	10	2	0	1	2	10	2	3	12	5	1
ftr93	NA	42	112	66	86	30	34	112	214	115	262	87	97
foxf2a	NA	235	189	313	233	188	172	189	789	446	573	667	456
foxq1a	NA	9	11	17	8	6	4	11	29	15	9	19	13
irf4a	NA	74	80	35	89	51	67	80	83	198	248	182	142
dusp22b	NA	230	261	43	126	64	73	261	169	195	306	711	153
ripk1l	NA	217	420	123	328	161	200	420	343	570	919	506	414
LOC101885450	NA	4	10	40	15	21	25	10	79	57	52	26	47
si:ch211-241e1.5	NA	44	21	52	38	31	47	21	112	104	107	98	87
si:ch211-241e1.3	NA	56	156	2	30	7	1	156	11	14	123	168	16
cacna1eb	NA	5	17	4	3	5	6	17	4	14	27	28	20
polr2d	NA	276	190	134	228	173	146	190	322	396	538	653	397
LOC100331077	NA	0	0	1	0	0	0	0	0	0	0	0	0
LOC100331149	NA	0	2	2	1	0	0	2	5	1	3	1	0
abcf3	NA	193	197	171	177	177	184	197	514	467	471	551	442
znf521	NA	30	12	17	30	18	2	12	44	16	64	44	33
ss18	NA	637	494	321	435	354	314	494	840	1038	1106	1626	871
dsg2l	NA	660	482	1341	516	1149	1664	482	3503	4538	1339	1847	2925
si:ch73-140j24.4	NA	17	10	21	20	52	72	10	54	162	47	35	98
rpe65a	NA	0	0	0	0	1	0	0	0	0	0	0	0
gpaa1	NA	237	344	253	410	185	168	344	666	502	1173	634	531
si:ch211-188c16.1	NA	8	14	0	47	0	0	14	0	1	153	10	0
c8a	NA	324	907	0	1433	1	2	907	2	8	3746	895	5
c8b	NA	273	1458	0	1113	0	0	1458	0	4	2937	770	1
dab1b	NA	0	1	0	0	0	0	1	0	0	0	0	0
prkacbb	NA	335	707	160	318	178	190	707	423	558	712	879	462
si:ch1073-339l18.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110437908	NA	1	1	0	0	0	0	1	0	0	0	1	0
LOC110437953	NA	9	15	6	18	4	4	15	20	13	39	26	16
LOC100538279	NA	14	15	10	15	10	7	15	24	18	36	26	14
LOC100535070	NA	3	0	0	1	2	2	0	1	3	18	5	6
exosc4	NA	182	231	181	225	210	144	231	484	381	623	494	508
bcl10	NA	86	391	46	161	49	15	391	103	87	385	242	114
mcoln3a	NA	21	950	4	30	10	7	950	18	19	96	38	18
ssx2ipa	NA	281	121	253	215	182	192	121	602	532	613	664	424
tubb2	NA	8	3	0	13	4	2	3	3	3	40	34	8
slc22a23	NA	74	211	95	240	167	98	211	234	258	658	225	344
dspa	NA	3780	2511	4515	4181	4467	5554	2511	11391	14814	10530	9943	11061
higd1a	NA	862	2044	243	991	455	338	2044	639	891	2542	2207	1163
ccdc13	NA	11	8	0	1	2	4	8	5	7	9	24	5
tmie	NA	0	0	0	1	0	0	0	1	0	3	0	0
pth1ra	NA	1	7	0	0	0	0	7	0	0	2	0	0
mir460	NA	0	0	0	0	0	0	0	0	0	0	0	0
myl13	NA	3	0	0	0	6	0	0	2	0	0	2	22
LOC100335005	NA	3	0	0	0	1	0	0	5	2	2	3	1
LOC108179023	NA	70	41	48	80	64	27	41	149	94	185	219	145
LOC402879	NA	964	384	458	343	167	157	384	1227	467	871	2304	413
serbp1b	NA	2372	2455	2385	2395	2679	1635	2455	6717	4678	6292	6852	7189
aqp1a.1	NA	135	705	16	142	60	58	705	40	136	405	351	133
aqp1a.2	NA	0	1	1	0	0	0	1	0	0	1	3	0
thoc1	NA	429	581	291	429	289	315	581	746	779	1074	1265	787
usp14	NA	1253	734	338	895	341	390	734	930	993	2395	3294	839
rock1	NA	566	958	543	566	572	536	958	1408	1473	1530	1420	1478
eif2b5	NA	329	239	345	296	244	174	239	894	439	898	877	620
LOC101882074	NA	0	1	0	1	1	1	1	1	3	5	1	1
si:ch1073-82l19.1	NA	7	1	6	8	0	1	1	12	9	18	27	5
pik3r3a	NA	230	569	86	255	308	193	569	246	470	585	641	738
ipp	NA	89	112	37	70	29	23	112	99	80	190	254	94
guk1a	NA	325	738	131	315	222	215	738	365	527	764	899	627
zgc:63882	NA	140	253	80	142	85	62	253	193	166	343	402	245
arf1	NA	1314	2003	566	1315	557	729	2003	1429	1903	3291	3345	1320
wnt3a	NA	0	2	0	0	0	0	2	0	0	0	0	0
wnt9a	NA	0	1	0	0	0	0	1	2	2	2	0	4
snap47	NA	76	77	59	147	36	55	77	138	175	354	180	84
jmjd4	NA	47	48	48	63	24	15	48	97	39	147	141	58
iba57	NA	75	82	98	194	50	65	82	304	147	543	248	132
LOC101887081	NA	21	45	20	38	23	24	45	60	65	94	45	61
cyp8b1	NA	1649	1253	96	2950	58	88	1253	272	253	7812	4365	123
cyp8b2	NA	220	137	10	80	8	15	137	19	51	201	583	23
cyp8b3	NA	33	29	2	141	0	4	29	10	10	416	106	2
cx47.1	NA	0	1	0	2	0	0	1	0	0	0	1	0
zgc:92744	NA	1588	1447	4049	2942	6718	4458	1447	10177	11667	7495	4148	16364
fuz	NA	27	11	12	16	9	13	11	30	28	39	39	26
gpt2l	NA	2149	1682	1327	2021	1014	1740	1682	3463	4488	5315	6010	2729
c1ql3b	NA	6	7	24	28	14	18	7	66	53	59	20	20
pter	NA	642	197	708	490	647	857	197	1861	2244	1321	1752	1640
mmp16b	NA	0	0	0	0	0	0	0	0	0	2	1	3
LOC108179498	NA	0	0	0	0	0	0	0	0	0	0	0	0
egfra	NA	293	621	280	311	239	302	621	665	885	864	759	577
npc1	NA	1365	1581	683	1206	575	649	1581	1566	1759	3224	3486	1503
mpp7b	NA	0	0	0	0	0	0	0	0	1	1	0	0
mkxb	NA	0	6	2	2	3	1	6	7	2	3	0	2
LOC110437954	NA	5	5	1	5	6	5	5	2	21	17	18	7
rab18b	NA	500	655	631	580	467	553	655	1659	1586	1614	1371	1264
LOC100331480	NA	0	0	0	2	0	1	0	0	1	5	5	2
yme1l1b	NA	293	464	321	259	314	253	464	909	719	719	781	720
mib1	NA	335	340	299	431	322	319	340	823	846	1160	915	834
mir133a-1	NA	0	0	0	0	1	0	0	0	0	0	0	0
mir1-2	NA	0	0	0	0	0	0	0	0	0	0	0	0
gata6	NA	1113	498	1296	1075	1470	1329	498	3326	3460	2801	2894	3426
LOC110437955	NA	39	32	79	12	48	30	32	200	75	39	89	120
cables1	NA	199	182	64	91	215	61	182	205	162	211	448	571
wacb	NA	72	123	44	63	39	35	123	110	70	200	186	96
bambib	NA	55	56	23	36	40	42	56	65	113	126	147	86
adipoqb	NA	0	2	0	0	0	0	2	1	0	2	2	0
tmtopsa	NA	0	0	0	0	0	0	0	1	0	0	1	0
LOC101886376	NA	0	0	0	0	0	0	0	0	0	0	0	3
tnk2b	NA	65	145	40	82	30	27	145	105	108	199	159	94
tfr1a	NA	16	47	14	42	10	19	47	49	60	113	33	27
si:ch211-162e15.3	NA	176	192	137	181	148	141	192	365	405	483	497	407
dlg1l	NA	151	194	197	200	191	158	194	522	423	541	411	501
LOC108182396	NA	2	6	1	4	2	6	6	8	9	16	17	5
ptmab	NA	5560	4698	1263	4319	1706	2465	4698	3402	6665	11217	14654	4277
phb2a	NA	817	863	541	771	688	679	863	1425	1933	2211	2246	1793
pex5lb	NA	2	6	6	2	2	1	6	12	7	1	5	3
gnb4a	NA	179	461	160	235	111	185	461	342	452	589	522	278
mfn1a	NA	14	1	0	13	1	1	1	3	1	34	46	7
si:ch1073-184j22.1	NA	148	29	35	188	34	49	29	82	148	490	394	99
si:ch1073-184j22.2	NA	4	12	6	7	4	6	12	9	14	17	32	5
sft2d3	NA	192	173	162	178	128	103	173	335	309	440	482	270
wdr33	NA	526	595	266	509	311	344	595	715	868	1304	1522	833
dusp28	NA	9	49	3	15	7	3	49	6	3	39	14	4
proca	NA	97	551	0	683	0	1	551	1	3	1823	288	4
saga	NA	1	7	13	4	15	13	7	31	28	18	6	33
cldn15la	NA	8454	3661	6363	7129	5801	7558	3661	17672	20834	19641	23830	15641
crfb16	NA	1	1	2	3	0	1	1	2	1	18	4	4
parla	NA	105	43	98	144	72	47	43	222	149	333	269	225
LOC110437956	NA	0	0	0	0	0	0	0	1	0	0	0	0
mb21d2	NA	1	0	2	3	1	0	0	1	4	2	7	3
fgf12a	NA	0	2	0	1	1	1	2	0	3	1	3	4
cwc25	NA	334	323	193	279	181	208	323	504	529	673	959	489
sst2	NA	9	259	5	9	67	9	259	19	18	15	28	166
nyap2b	NA	1	0	3	5	0	4	0	6	9	6	5	4
slc35d1b	NA	445	153	518	458	526	613	153	1440	1620	1251	1156	1276
mier1b	NA	137	110	77	131	95	83	110	205	248	363	350	262
si:ch211-273k1.5	NA	0	3	0	0	0	0	3	0	0	0	0	0
dis3l2	NA	212	258	163	134	95	200	258	435	540	452	498	267
si:ch211-168b3.1	NA	1	3	2	1	0	0	3	3	1	1	5	1
tmem125b	NA	263	186	105	355	158	251	186	294	720	929	762	405
slc1a7a	NA	0	6	0	4	0	0	6	2	2	9	1	1
scp2a	NA	2104	1503	7728	3620	5166	4149	1503	20895	11680	9766	5630	13451
si:ch211-284b7.3	NA	83	98	74	99	82	77	98	243	229	259	266	183
uck2b	NA	167	286	50	234	68	55	286	134	118	540	448	153
aldh9a1b	NA	228	133	120	350	57	94	133	252	222	912	670	157
zte38	NA	9	8	0	16	0	1	8	2	2	27	9	1
prdx1	NA	4052	3606	339	3569	308	457	3606	823	1194	9441	10746	787
fzr1b	NA	96	32	70	68	53	44	32	206	107	190	225	155
si:ch73-182a11.2	NA	8	0	7	2	7	2	0	32	7	11	12	23
si:ch73-344o19.1	NA	25	17	46	33	44	21	17	104	54	70	58	111
LOC108192159	NA	0	1	0	1	2	0	1	2	0	1	2	2
gng5	NA	819	1058	383	572	345	394	1058	960	1088	1537	2161	839
zp3b	NA	7	4	3	2	4	4	4	11	10	11	16	3
arl14	NA	311	108	352	204	328	331	108	965	937	559	735	901
ppm1la	NA	137	121	190	137	224	138	121	473	417	400	388	500
otol1a	NA	0	1	3	0	2	1	1	2	1	0	1	4
si:dkey-119f1.1	NA	105	84	103	86	112	133	84	292	339	272	269	310
rgs13	NA	268	1102	108	283	368	266	1102	295	730	659	728	886
rgs1	NA	0	0	0	0	0	0	0	0	0	0	0	0
rgs18	NA	244	423	84	203	138	182	423	187	418	470	693	324
brinp3b	NA	1	0	2	7	0	2	0	7	7	25	2	2
rgs5b	NA	13	313	5	17	61	9	313	33	22	55	46	151
nos1apb	NA	0	0	2	2	1	3	0	6	6	2	0	1
ddr2b	NA	4	31	1	3	1	1	31	15	6	5	10	1
xpr1b	NA	660	470	729	597	458	514	470	1924	1478	1546	1802	1264
cdc14aa	NA	1	0	0	1	1	0	0	2	0	2	2	7
vcam1a	NA	3	40	8	4	12	4	40	14	5	7	10	42
extl2	NA	104	51	53	113	46	39	51	170	97	277	286	132
zgc:110366	NA	72	22	119	22	21	77	22	307	222	61	220	71
rc3h1b	NA	314	483	396	343	538	438	483	1045	1049	938	831	1317
si:ch211-13f8.1	NA	0	2	0	0	0	0	2	0	0	0	0	0
si:ch211-13f8.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:153115	NA	157	381	35	170	137	34	381	93	104	424	394	360
si:dkeyp-106c3.1	NA	0	0	0	0	3	2	0	0	0	0	1	6
LOC100001550	NA	2	0	0	0	0	0	0	0	0	0	3	0
asip2b	NA	3	1	2	3	13	1	1	7	6	10	9	46
LOC103910208	NA	0	3	0	0	0	1	3	0	0	1	2	0
trnak-cuu_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnan-guu	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnak-cuu_2	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnan-guu_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnak-cuu_3	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnak-cuu_4	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101882730	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909749	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnak-cuu_5	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnak-cuu_6	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnan-guu_2	NA	0	0	0	0	0	0	0	0	0	0	0	0
ripk2	NA	60	561	6	78	13	20	561	23	25	195	141	34
LOC110437957	NA	33	333	13	57	10	6	333	28	18	162	113	26
LOC100150834	NA	4	63	1	5	2	0	63	4	1	11	5	6
ccdc39	NA	0	37	3	0	25	0	37	0	0	0	2	70
LOC799574	NA	31	38	0	38	1	2	38	2	13	108	70	3
wu:fc46h12	NA	1	18	0	1	2	0	18	0	0	5	1	2
dcun1d1	NA	301	344	169	259	152	201	344	433	531	702	791	337
eif4a2	NA	261	292	1182	263	854	701	292	2926	1878	603	680	2249
b3gnt5b	NA	159	127	56	159	79	63	127	129	166	473	377	226
tbl1xr1b	NA	187	294	153	261	192	133	294	463	444	650	489	581
kcnmb2	NA	0	0	2	3	3	1	0	5	4	4	0	4
si:ch211-38m6.7	NA	0	0	1	0	0	1	0	0	3	0	0	0
si:ch211-38m6.6	NA	0	0	1	0	0	0	0	0	0	0	3	0
ephb3a	NA	38	18	12	28	13	5	18	16	16	85	120	40
pcolce2a	NA	3	0	1	0	1	0	0	0	1	5	5	1
pls1	NA	4081	1306	5392	5352	4364	6113	1306	14406	16367	14374	11394	11246
chst2a	NA	34	83	25	63	37	23	83	55	51	144	147	113
LOC103909784	NA	0	15	2	23	1	5	15	4	7	51	1	5
dia1a	NA	49	40	43	44	25	27	40	108	88	99	124	62
si:ch211-222m2.1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-71m22.1	NA	1518	1016	357	1248	217	539	1016	847	1357	3402	3966	535
LOC103909778	NA	0	1	0	0	1	1	1	1	4	1	0	0
si:ch211-71m22.5	NA	1	1	1	1	0	0	1	2	0	1	1	0
si:ch211-71m22.3	NA	4	3	2	78	5	1	3	3	4	218	17	27
fubp1	NA	1386	1990	818	1301	1041	967	1990	2165	2745	3429	3836	2649
fam73a	NA	75	151	97	92	123	55	151	256	246	268	166	312
usp33	NA	539	795	487	535	778	583	795	1321	1545	1400	1618	1928
zzz3	NA	317	366	297	358	305	247	366	810	829	1037	914	852
ak5	NA	16	11	54	19	16	8	11	176	32	39	36	35
pigk	NA	99	106	50	180	44	51	106	133	141	498	269	96
st6galnac5a	NA	0	0	0	0	0	0	0	0	0	2	1	1
st6galnac3	NA	5	12	5	20	5	8	12	11	6	22	18	6
cope	NA	1309	944	612	912	678	717	944	1759	2001	2357	3484	1835
slc25a24l	NA	0	1	1	0	2	0	1	2	0	2	0	3
dnajb4	NA	15	27	13	11	22	11	27	38	30	33	48	60
gipc2	NA	2251	846	2154	1925	1915	2324	846	5469	6500	5135	6025	5090
txndc12	NA	753	807	669	816	535	957	807	1804	2566	2079	1952	1473
zmp:0000001127	NA	0	3	0	0	0	0	3	0	0	0	0	0
zgc:153615	NA	1	1	1	8	7	1	1	4	4	11	4	18
wu:fi34b01	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909783	NA	0	1	0	0	1	0	1	0	0	0	0	0
selt1a	NA	1272	912	1134	1221	1029	1281	912	2980	3453	3135	3370	2854
dvl3a	NA	268	222	143	242	173	150	222	399	375	684	730	440
LOC101886800	NA	12	34	22	2	44	8	34	52	26	4	21	109
LOC108179500	NA	0	2	0	0	0	0	2	8	7	10	5	4
pcyt1aa	NA	360	137	155	429	151	172	137	423	476	1067	971	445
ap2m1a	NA	3655	3403	1510	3650	1381	1870	3403	4090	5228	9409	9799	3602
anxa13l	NA	37	13	33	43	27	32	13	90	65	99	86	56
si:ch211-252f13.5	NA	0	0	0	0	0	0	0	0	0	0	1	0
abi1b	NA	2	13	2	1	4	4	13	9	7	14	7	6
acbd5b	NA	0	0	1	0	0	0	0	1	1	5	0	0
tsen15	NA	33	28	13	35	16	16	28	47	64	73	73	57
zgc:55943	NA	184	181	116	145	112	101	181	335	258	382	483	362
sec22ba	NA	464	271	301	355	327	299	271	722	860	890	1157	864
imp3	NA	80	129	65	82	116	83	129	160	194	252	211	271
slc35a3b	NA	26	57	11	77	5	9	57	27	21	159	74	13
fam78ba	NA	0	0	0	1	0	0	0	1	0	1	0	0
cmpk	NA	3601	1991	2438	3257	2282	2379	1991	6261	6367	8749	9209	5941
bcl6ab	NA	306	733	252	541	91	166	733	674	432	1364	764	207
insl5b	NA	7	3	19	7	25	6	3	54	15	32	18	58
ahsg2	NA	263	3	0	949	0	1	3	0	6	2607	794	0
pfn2l	NA	2876	2205	1383	2131	1829	1924	2205	3389	5179	5649	7557	4617
nsun4	NA	46	45	31	39	18	29	45	85	80	113	91	76
dmbx1a	NA	0	0	2	0	0	0	0	0	3	0	0	0
gadd45aa	NA	319	715	111	485	110	103	715	340	351	1187	788	317
gng12a	NA	562	1331	298	373	235	466	1331	774	1313	1064	1427	698
wls	NA	528	1027	468	887	341	286	1027	1248	807	2438	1382	849
scinlb	NA	1750	16828	895	2330	1541	872	16828	2535	2396	6233	5297	4126
si:dkeyp-1a11.3	NA	76	97	31	78	16	28	97	62	70	230	190	58
mtf2	NA	51	59	5	31	17	21	59	20	41	78	135	45
fam69aa	NA	141	108	28	122	34	28	108	78	89	319	385	97
rpl5a	NA	15469	12777	23856	16442	24894	16456	12777	62864	43349	42390	40445	62864
evi5a	NA	191	68	39	189	14	21	68	99	73	558	449	45
gfi1aa	NA	64	56	21	94	21	32	56	43	75	205	185	53
rpap2	NA	133	87	83	83	70	57	87	204	176	230	272	172
glmna	NA	147	168	118	165	102	125	168	250	341	406	459	258
cdc7	NA	45	37	6	28	8	25	37	15	38	75	132	9
tceanc2	NA	35	43	19	23	14	19	43	49	57	67	100	65
cdcp2	NA	17	14	2	11	3	2	14	10	8	14	40	16
mrpl37	NA	439	252	274	317	282	373	252	698	981	807	1172	681
ssbp3a	NA	314	114	114	137	173	135	114	308	448	350	782	417
acot11a	NA	262	218	217	331	388	340	218	547	875	870	742	963
fam151a	NA	196	118	458	485	625	612	118	1306	1610	1171	461	1541
lrrc53	NA	8	3	32	14	27	16	3	106	50	26	14	61
cryz	NA	483	266	226	649	325	338	266	595	1036	1732	1222	935
tyw3	NA	61	93	71	80	50	53	93	182	135	187	184	92
lhx8a	NA	0	0	0	0	0	0	0	0	0	0	0	0
slc44a5a	NA	0	3	4	0	0	0	3	13	1	2	1	0
LOC108179505	NA	9	5	2	10	3	2	5	7	2	19	29	11
LOC110437982	NA	11	9	2	31	26	6	9	5	24	94	28	67
sdr16c5a	NA	675	216	349	628	353	351	216	965	1020	1640	1789	992
penka	NA	1967	587	405	4256	363	647	587	946	1746	10864	5094	901
LOC103909850	NA	0	0	0	0	0	0	0	0	0	0	0	0
impad1	NA	461	506	411	543	349	468	506	1063	1163	1416	1247	899
zgc:110130	NA	56	36	47	53	42	37	36	134	124	135	189	114
ftr01	NA	505	117	306	450	307	290	117	801	887	1144	1279	784
greb1l	NA	78	104	9	119	37	7	104	44	14	335	199	65
abhd3	NA	11	39	30	36	11	22	39	83	65	58	53	40
trove2	NA	35	42	12	40	26	19	42	40	55	112	92	70
cdc73	NA	299	297	200	307	175	225	297	613	580	856	831	537
LOC101882239	NA	1	9	3	2	2	5	9	1	12	5	19	4
kcnt2	NA	0	0	0	0	0	0	0	0	1	2	5	0
gpr158b	NA	2	4	5	7	3	3	4	5	10	17	9	8
prtfdc1	NA	7	6	1	10	3	0	6	4	7	45	21	11
arhgap21b	NA	1013	607	1286	988	1258	1297	607	3389	3737	2446	2753	3174
dpp6b	NA	40	34	17	35	13	8	34	33	17	103	98	46
LOC110437990	NA	36	653	16	49	41	31	652	28	67	99	72	77
kmt2cb	NA	156	347	228	252	192	203	347	594	624	666	464	492
prkag2b	NA	71	132	69	107	91	57	132	187	148	242	209	207
bcl2b	NA	9	5	5	10	8	12	5	31	51	13	10	39
kdsr	NA	258	268	288	349	200	306	268	746	834	982	770	551
vps4b	NA	2260	2530	1063	2600	858	1426	2530	2781	3591	6731	6053	2228
LOC103909876	NA	0	1	0	0	0	0	1	0	0	0	0	0
LOC108179526	NA	1	1	0	2	2	0	1	0	0	0	0	0
nmur1b	NA	30	18	13	34	26	20	18	45	56	51	69	84
cfap57	NA	2	6	7	5	5	0	6	8	4	14	10	7
LOC103909878	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100538044	NA	117	129	50	80	57	64	129	114	144	199	267	137
ebna1bp2	NA	453	417	162	374	220	212	417	492	597	998	1162	583
zbtb41	NA	162	76	83	178	52	77	76	187	191	444	347	140
LOC101884153	NA	0	1	0	3	0	0	1	1	0	5	8	2
LOC101884121	NA	0	1	0	0	1	1	1	2	1	0	1	0
zgc:66475	NA	299	212	230	129	216	261	212	618	689	292	728	491
LOC101884781	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909867	NA	0	2	0	0	0	0	2	0	0	0	1	0
LOC100331996	NA	3	0	0	1	0	0	0	0	0	3	3	0
LOC103909885	NA	0	0	0	0	0	0	0	0	0	0	0	0
zcchc3	NA	0	0	0	0	0	0	0	0	0	0	0	0
tctex1d1	NA	0	2	4	0	0	0	2	9	0	1	1	0
sgip1b	NA	6	14	2	5	9	5	14	15	27	19	20	19
LOC108179562	NA	0	1	0	0	0	0	1	0	0	0	0	0
LOC103909892	NA	1	0	0	0	0	0	0	0	0	1	0	1
pde4bb	NA	14	35	2	13	8	8	35	9	27	36	27	19
LOC110438174	NA	8	11	14	15	0	0	11	37	1	41	8	1
LOC108179575	NA	464	74	0	0	74	0	74	0	1	0	1299	149
LOC103909893	NA	1	0	0	0	0	1	0	0	0	1	2	0
LOC101882800	NA	10	2	5	3	0	2	2	3	7	5	19	0
leprot	NA	538	554	205	518	253	242	554	596	641	1304	1430	637
LOC110438160	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-34k9.3	NA	0	0	0	1	0	0	0	0	1	2	1	0
LOC101882443	NA	5	0	4	0	0	0	0	6	0	1	7	0
LOC110437999	NA	11	0	3	0	0	1	0	3	0	1	25	0
LOC101882511	NA	0	0	0	3	1	0	0	1	0	2	1	0
hccsa.2	NA	1	0	0	0	2	1	0	2	4	0	5	2
pimr55	NA	0	0	0	0	0	0	0	0	2	0	1	1
hccsa.1	NA	72	94	84	75	126	105	94	253	266	198	173	299
si:dkey-10f21.4	NA	4	5	2	1	2	2	5	4	5	10	7	5
cnn3b	NA	380	188	164	353	261	241	188	514	618	863	977	601
f3b	NA	101	2139	63	90	38	54	2139	166	131	193	248	160
abcd3b	NA	279	223	311	308	273	204	223	831	528	770	713	634
arhgap29b	NA	165	802	105	252	102	150	802	236	364	640	480	264
abca4b	NA	1	3	1	0	0	0	3	0	3	0	3	2
tecrl2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
olfm3b	NA	0	2	0	0	3	0	2	0	1	3	0	1
col11a1b	NA	69	306	9	79	6	5	306	13	13	188	219	13
LOC100001444	NA	0	0	0	0	1	0	0	0	0	0	0	0
amy2a	NA	12619	966	15607	3136	23555	1479	966	41927	4162	8207	34834	61580
LOC559501	NA	0	5	1	1	0	0	5	3	0	4	1	0
LOC101885853	NA	0	0	1	0	0	0	0	0	0	0	0	1
vav3b	NA	7	4	13	10	6	5	4	19	6	19	26	15
selj	NA	947	409	687	683	574	719	409	1833	1805	1708	2500	1556
sh3glb1b	NA	563	1232	442	555	336	365	1232	1182	1025	1469	1499	815
arhgef4	NA	95	336	73	97	79	52	336	162	146	255	218	217
si:dkey-231j24.3	NA	0	1	0	0	0	0	1	0	0	1	1	1
atr	NA	127	129	87	115	80	96	129	255	254	292	363	235
zgc:110269	NA	130	200	70	162	102	11	200	187	36	420	311	215
agfg1b	NA	149	149	105	156	135	105	149	292	271	372	443	351
fbxo36b	NA	0	0	3	0	0	1	0	2	2	1	1	1
LOC103910036	NA	1	0	0	0	2	1	0	2	0	1	5	3
LOC100002071	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886306	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108179626	NA	0	0	0	0	0	0	0	8	0	0	0	0
grk7a	NA	0	0	0	1	0	0	0	0	0	0	1	1
atp1b3a	NA	16	5	5	23	16	3	5	10	4	68	39	34
si:dkeyp-13a3.10	NA	143	219	46	247	34	36	219	134	108	702	306	108
xrn1	NA	562	689	405	594	394	407	689	1028	1121	1590	1614	986
gk5	NA	254	388	416	395	273	243	388	1064	587	1102	650	690
ppp1r7	NA	1534	532	892	1327	374	1604	532	2345	4281	3512	4229	961
ubxn7	NA	199	174	142	193	116	111	174	400	401	474	534	258
tfa	NA	12443	119152	272	144112	230	256	119152	799	710	375821	32843	578
eif4g1a	NA	1960	2880	2112	2096	1973	1925	2880	5349	5244	5227	5264	4998
fam131a	NA	0	3	1	3	2	0	3	0	1	8	4	12
clcn2a	NA	6	10	5	9	79	7	10	14	31	34	26	187
thpo	NA	9	3	0	11	0	0	3	0	0	46	12	0
pif1	NA	37	39	1	10	3	3	39	4	12	30	152	4
ptger4c	NA	6	6	16	17	16	8	6	40	41	29	19	20
LOC101883396	NA	4	6	49	1	15	37	6	146	133	7	15	20
st3gal3b	NA	70	128	67	134	18	47	128	121	119	329	188	48
kdm4ab	NA	299	271	235	234	258	244	271	673	637	625	765	618
ptprfb	NA	812	796	948	1000	912	1034	796	2435	2993	2652	2303	2292
LOC101886917	NA	2	2	1	2	0	2	2	8	8	6	7	1
LOC101883512	NA	1	0	1	1	0	0	0	1	0	0	2	2
im:7152688	NA	0	1	0	1	2	0	1	0	1	3	1	1
LOC100000636	NA	0	0	0	0	0	0	0	0	0	0	0	0
pbx1a	NA	5	24	10	9	9	7	24	11	14	25	23	19
glula	NA	990	957	291	520	1777	713	957	770	1897	1295	2642	4835
si:dkey-225f23.5	NA	1	4	0	1	0	2	4	1	1	3	1	2
si:dkey-225f23.3	NA	0	0	0	0	0	1	0	0	2	0	0	0
si:dkey-225f23.4	NA	0	0	0	0	0	0	0	0	1	0	0	1
elovl1a	NA	394	523	55	224	164	164	523	188	452	555	1066	337
cdc20	NA	241	164	4	67	10	29	164	13	104	170	668	20
cc2d1b	NA	361	613	286	411	109	153	613	671	473	1025	1130	242
zfyve9a	NA	84	101	98	118	114	81	101	250	173	314	231	267
pimr141	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103910038	NA	0	3	0	1	1	0	3	0	0	8	0	1
pimr54	NA	0	0	0	0	0	0	0	0	0	0	0	0
pimr49	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438023	NA	0	1	0	0	2	0	1	0	0	0	0	0
pimr140	NA	0	0	0	1	0	0	0	0	0	0	0	0
LOC110438022	NA	0	0	0	0	0	0	0	0	0	0	0	0
