isoform	gene	length
transcript:AT1G08647.1	AT1G08647	244
transcript:AT1G63990.1	AT1G63990	1667
transcript:AT1G63990.2	AT1G63990	850
transcript:AT1G64000.1	AT1G64000	888
transcript:AT1G64010.1	AT1G64010	678
transcript:AT1G64010.2	AT1G64010	820
transcript:AT1G64020.1	AT1G64020	467
transcript:AT1G64030.1	AT1G64030	1242
transcript:AT1G64040.1	AT1G64040	1743
transcript:AT1G64050.1	AT1G64050	2764
transcript:AT1G64050.2	AT1G64050	2686
transcript:AT1G64060.1	AT1G64060	3994
transcript:AT1G64065.1	AT1G64065	1275
transcript:AT1G64070.1	AT1G64070	3016
transcript:AT1G64080.1	AT1G64080	1732
transcript:AT1G64090.2	AT1G64090	1666
transcript:AT1G64090.1	AT1G64090	1595
transcript:AT1G64100.3	AT1G64100	2001
transcript:AT1G64100.1	AT1G64100	2555
transcript:AT1G64100.2	AT1G64100	2421
transcript:AT1G64105.1	AT1G64105	593
transcript:AT1G64107.1	AT1G64107	447
transcript:AT1G64110.2	AT1G64110	2981
transcript:AT1G64110.4	AT1G64110	2686
transcript:AT1G64110.5	AT1G64110	2680
transcript:AT1G64110.1	AT1G64110	2868
transcript:AT1G64110.3	AT1G64110	2911
transcript:AT1G64120.1	AT1G64120	84
transcript:AT1G64130.1	AT1G64130	590
transcript:AT1G64140.1	AT1G64140	2743
transcript:AT1G08653.1	AT1G08653	212
transcript:AT1G64150.1	AT1G64150	1471
transcript:AT1G64160.1	AT1G64160	897
transcript:AT1G64170.1	AT1G64170	2879
transcript:AT1G64180.1	AT1G64180	2135
transcript:AT1G64185.1	AT1G64185	628
transcript:AT1G64190.1	AT1G64190	1809
transcript:AT1G08657.1	AT1G08657	578
transcript:AT1G64195.1	AT1G64195	409
transcript:AT1G64200.2	AT1G64200	1187
transcript:AT1G64200.1	AT1G64200	1063
transcript:AT1G64200.3	AT1G64200	737
transcript:AT1G64210.1	AT1G64210	2109
transcript:AT1G64220.1	AT1G64220	306
transcript:AT1G64230.1	AT1G64230	974
transcript:AT1G64230.3	AT1G64230	929
transcript:AT1G64230.5	AT1G64230	1052
transcript:AT1G64230.4	AT1G64230	1019
transcript:AT1G64230.2	AT1G64230	885
transcript:AT1G64235.1	AT1G64235	662
transcript:AT1G64253.1	AT1G64253	1385
transcript:AT1G64253.2	AT1G64253	1200
transcript:AT1G64253.3	AT1G64253	775
transcript:AT1G08663.1	AT1G08663	312
transcript:AT1G64255.1	AT1G64255	2253
transcript:AT1G64260.1	AT1G64260	2456
transcript:AT1G64260.2	AT1G64260	2213
transcript:AT1G64280.1	AT1G64280	2614
transcript:AT1G08667.1	AT1G08667	214
transcript:AT1G64290.1	AT1G64290	1367
transcript:AT1G64295.1	AT1G64295	1071
transcript:AT1G64300.2	AT1G64300	2721
transcript:AT1G64300.1	AT1G64300	2696
transcript:AT1G64310.1	AT1G64310	1659
transcript:AT1G64320.1	AT1G64320	2137
transcript:AT1G64320.2	AT1G64320	1934
transcript:AT1G64330.1	AT1G64330	2070
transcript:AT1G64340.2	AT1G64340	1277
transcript:AT1G64340.1	AT1G64340	1230
transcript:AT1G64350.1	AT1G64350	1332
transcript:AT1G64355.1	AT1G64355	1106
transcript:AT1G64355.2	AT1G64355	1037
transcript:AT1G64355.3	AT1G64355	1046
transcript:AT1G64360.1	AT1G64360	706
transcript:AT1G64370.1	AT1G64370	1301
transcript:AT1G64380.1	AT1G64380	1624
transcript:AT1G08673.1	AT1G08673	347
transcript:AT1G64385.1	AT1G64385	1606
transcript:AT1G64385.2	AT1G64385	1655
transcript:AT1G64390.1	AT1G64390	2762
transcript:AT1G64400.1	AT1G64400	2384
transcript:AT1G64405.1	AT1G64405	879
transcript:AT1G64420.1	AT1G64420	73
transcript:ENSRNA049492562-T1	ENSRNA049492562	73
transcript:AT1G64430.3	AT1G64430	1650
transcript:AT1G64430.1	AT1G64430	2040
transcript:AT1G64430.2	AT1G64430	2372
transcript:AT1G64440.1	AT1G64440	1508
transcript:AT1G64450.1	AT1G64450	1303
transcript:AT1G64455.1	AT1G64455	639
transcript:AT1G64460.1	AT1G64460	2240
transcript:AT1G64480.1	AT1G64480	1004
transcript:AT1G64480.2	AT1G64480	940
transcript:AT1G64480.3	AT1G64480	732
transcript:AT1G64480.4	AT1G64480	760
transcript:AT1G08683.1	AT1G08683	206
transcript:AT1G08677.1	AT1G08677	313
transcript:AT1G64490.1	AT1G64490	707
transcript:AT1G64500.1	AT1G64500	1512
transcript:AT1G64510.1	AT1G64510	872
transcript:AT1G64510.2	AT1G64510	913
transcript:AT1G64520.1	AT1G64520	1335
transcript:AT1G64530.1	AT1G64530	2906
transcript:AT1G64530.2	AT1G64530	2789
transcript:AT1G08697.1	AT1G08697	271
transcript:AT1G08703.1	AT1G08703	327
transcript:AT1G64540.1	AT1G64540	1426
transcript:AT1G64540.2	AT1G64540	1422
transcript:AT1G64550.1	AT1G64550	2493
transcript:AT1G64561.1	AT1G64561	563
transcript:AT1G08707.1	AT1G08707	317
transcript:AT1G64563.1	AT1G64563	2921
transcript:AT1G08713.1	AT1G08713	388
transcript:AT1G64570.1	AT1G64570	3975
transcript:AT1G64572.1	AT1G64572	490
transcript:AT1G64580.1	AT1G64580	1973
transcript:AT1G64583.2	AT1G64583	1848
transcript:AT1G64583.1	AT1G64583	1812
transcript:AT1G64584.1	AT1G64584	374
transcript:AT1G64585.1	AT1G64585	165
transcript:AT1G64590.1	AT1G64590	1429
transcript:AT1G64600.1	AT1G64600	1908
transcript:AT1G64610.2	AT1G64610	2435
transcript:AT1G64610.1	AT1G64610	2536
transcript:AT1G64618.1	AT1G64618	494
transcript:AT1G64620.1	AT1G64620	2389
transcript:AT1G08717.1	AT1G08717	265
transcript:AT1G64625.2	AT1G64625	1988
transcript:AT1G64625.3	AT1G64625	1946
transcript:AT1G64625.4	AT1G64625	2061
transcript:AT1G64625.1	AT1G64625	1896
transcript:AT1G08723.1	AT1G08723	407
transcript:AT1G64630.1	AT1G64630	2201
transcript:AT1G64633.1	AT1G64633	3
transcript:AT1G64640.1	AT1G64640	1046
transcript:AT1G64650.1	AT1G64650	1890
transcript:AT1G64650.2	AT1G64650	1728
transcript:AT1G64660.1	AT1G64660	1716
transcript:AT1G64670.2	AT1G64670	1857
transcript:AT1G64670.1	AT1G64670	1706
transcript:AT1G64670.3	AT1G64670	1738
transcript:AT1G64680.1	AT1G64680	1250
transcript:AT1G64680.2	AT1G64680	1275
transcript:AT1G64690.2	AT1G64690	1580
transcript:AT1G64690.3	AT1G64690	1455
transcript:AT1G64690.1	AT1G64690	1569
transcript:AT1G64690.4	AT1G64690	1205
transcript:AT1G64700.1	AT1G64700	931
transcript:AT1G64710.1	AT1G64710	1143
transcript:AT1G64710.2	AT1G64710	1378
transcript:AT1G64710.3	AT1G64710	1279
transcript:AT1G64720.1	AT1G64720	1777
transcript:AT1G64740.1	AT1G64740	1652
transcript:AT1G08727.1	AT1G08727	478
transcript:AT1G64750.3	AT1G64750	879
transcript:AT1G64750.1	AT1G64750	616
transcript:AT1G64750.2	AT1G64750	624
transcript:AT1G64760.1	AT1G64760	1809
transcript:AT1G64760.2	AT1G64760	1737
transcript:AT1G64770.3	AT1G64770	1746
transcript:AT1G64770.1	AT1G64770	1505
transcript:AT1G64770.2	AT1G64770	1723
transcript:AT1G64780.1	AT1G64780	2165
transcript:AT1G64790.1	AT1G64790	8428
transcript:AT1G64790.3	AT1G64790	8503
transcript:AT1G64790.2	AT1G64790	8334
transcript:AT1G64795.1	AT1G64795	201
transcript:AT1G64800.1	AT1G64800	909
transcript:AT1G64810.1	AT1G64810	1826
transcript:AT1G64810.2	AT1G64810	1815
transcript:AT1G64820.1	AT1G64820	1509
transcript:AT1G64830.1	AT1G64830	1443
transcript:AT1G64840.1	AT1G64840	1785
transcript:AT1G64850.1	AT1G64850	906
transcript:AT1G64860.1	AT1G64860	2200
transcript:AT1G64860.2	AT1G64860	2157
transcript:AT1G64870.1	AT1G64870	915
transcript:AT1G64880.1	AT1G64880	2113
transcript:AT1G64890.1	AT1G64890	1867
transcript:AT1G64900.1	AT1G64900	1876
transcript:AT1G64910.1	AT1G64910	1762
transcript:AT1G64920.1	AT1G64920	1682
transcript:AT1G64930.1	AT1G64930	2054
transcript:AT1G64940.1	AT1G64940	1726
transcript:AT1G64950.1	AT1G64950	2052
transcript:AT1G64960.2	AT1G64960	3781
transcript:AT1G64960.1	AT1G64960	3795
transcript:AT1G64970.1	AT1G64970	1415
transcript:AT1G08733.1	AT1G08733	496
transcript:AT1G64980.1	AT1G64980	1396
transcript:AT1G64980.2	AT1G64980	1577
transcript:AT1G64980.3	AT1G64980	1696
transcript:AT1G64990.1	AT1G64990	1891
transcript:AT1G64990.2	AT1G64990	2007
transcript:AT1G65000.1	AT1G65000	911
transcript:AT1G65010.1	AT1G65010	4761
transcript:AT1G65020.1	AT1G65020	1244
transcript:AT1G65030.1	AT1G65030	1328
transcript:AT1G65032.1	AT1G65032	694
transcript:AT1G65040.2	AT1G65040	1980
transcript:AT1G65040.4	AT1G65040	1911
transcript:AT1G65040.1	AT1G65040	1978
transcript:AT1G65040.6	AT1G65040	1307
transcript:AT1G65040.3	AT1G65040	1577
transcript:AT1G65040.5	AT1G65040	2373
transcript:AT1G65050.1	AT1G65050	1053
transcript:AT1G65050.2	AT1G65050	856
transcript:AT1G65060.2	AT1G65060	2081
transcript:AT1G65060.1	AT1G65060	2047
transcript:AT1G65070.2	AT1G65070	3213
transcript:AT1G65070.3	AT1G65070	3288
transcript:AT1G65070.4	AT1G65070	2896
transcript:AT1G65070.1	AT1G65070	2583
transcript:AT1G65080.1	AT1G65080	1776
transcript:AT1G65090.2	AT1G65090	1418
transcript:AT1G65090.1	AT1G65090	1284
transcript:AT1G65090.3	AT1G65090	1200
transcript:AT1G65110.2	AT1G65110	3298
transcript:AT1G65110.1	AT1G65110	3681
transcript:AT1G65113.1	AT1G65113	515
transcript:ENSRNA049493309-T1	ENSRNA049493309	117
transcript:AT1G65120.2	AT1G65120	4135
transcript:AT1G65120.1	AT1G65120	4071
transcript:AT1G08737.1	AT1G08737	104
transcript:AT1G65130.1	AT1G65130	3367
transcript:AT1G65130.2	AT1G65130	3451
transcript:AT1G65130.4	AT1G65130	3530
transcript:AT1G65130.3	AT1G65130	3770
transcript:AT1G65130.5	AT1G65130	3460
transcript:AT1G65140.1	AT1G65140	1086
transcript:AT1G65150.1	AT1G65150	1312
transcript:AT1G65150.2	AT1G65150	1359
transcript:AT1G65160.1	AT1G65160	515
transcript:AT1G65165.1	AT1G65165	503
transcript:AT1G65170.1	AT1G65170	780
transcript:AT1G65180.1	AT1G65180	2269
transcript:AT1G65190.1	AT1G65190	1846
transcript:AT1G65200.1	AT1G65200	3311
transcript:AT1G08743.1	AT1G08743	241
transcript:AT1G65210.1	AT1G65210	747
transcript:AT1G65220.1	AT1G65220	1660
transcript:AT1G65230.1	AT1G65230	1103
transcript:AT1G08747.1	AT1G08747	318
transcript:AT1G08747.2	AT1G08747	184
transcript:AT1G65240.1	AT1G65240	1698
transcript:AT1G65250.1	AT1G65250	1633
transcript:AT1G65260.1	AT1G65260	1534
transcript:AT1G65260.2	AT1G65260	1689
transcript:AT1G65270.1	AT1G65270	1340
transcript:AT1G65270.2	AT1G65270	1598
transcript:AT1G65270.3	AT1G65270	1489
transcript:AT1G65280.1	AT1G65280	2306
transcript:AT1G65280.2	AT1G65280	2387
transcript:AT1G65290.1	AT1G65290	812
transcript:AT1G65295.1	AT1G65295	1348
transcript:AT1G65300.1	AT1G65300	929
transcript:AT1G65310.2	AT1G65310	1218
transcript:AT1G65310.1	AT1G65310	1082
transcript:AT1G65320.1	AT1G65320	1920
transcript:AT1G65330.1	AT1G65330	1080
transcript:AT1G65340.1	AT1G65340	1512
transcript:AT1G65342.1	AT1G65342	336
transcript:AT1G65350.1	AT1G65350	960
transcript:AT1G65346.1	AT1G65346	369
transcript:AT1G65349.1	AT1G65349	228
transcript:AT1G65352.1	AT1G65352	285
transcript:AT1G65360.1	AT1G65360	763
transcript:AT1G65370.1	AT1G65370	1392
transcript:AT1G65380.1	AT1G65380	2588
transcript:AT1G65390.1	AT1G65390	1604
transcript:AT1G65390.3	AT1G65390	982
transcript:AT1G65390.2	AT1G65390	1549
transcript:AT1G65410.1	AT1G65410	1494
transcript:AT1G65420.1	AT1G65420	1017
transcript:AT1G08753.1	AT1G08753	344
transcript:AT1G08753.2	AT1G08753	213
transcript:AT1G65425.1	AT1G65425	339
transcript:AT1G65430.1	AT1G65430	2219
transcript:AT1G65440.1	AT1G65440	5503
transcript:AT1G65440.3	AT1G65440	4907
transcript:AT1G65440.4	AT1G65440	5491
transcript:AT1G65440.2	AT1G65440	5310
transcript:AT1G65450.1	AT1G65450	1703
transcript:AT1G65450.2	AT1G65450	1240
transcript:AT1G65450.3	AT1G65450	2752
transcript:AT1G65470.1	AT1G65470	3170
transcript:AT1G65470.2	AT1G65470	2845
transcript:AT1G65480.2	AT1G65480	975
transcript:AT1G65480.1	AT1G65480	856
transcript:AT1G08757.1	AT1G08757	784
transcript:AT1G65481.1	AT1G65481	987
transcript:AT1G65483.1	AT1G65483	1609
transcript:AT1G65483.2	AT1G65483	655
transcript:AT1G08763.1	AT1G08763	275
transcript:AT1G65484.1	AT1G65484	646
transcript:AT1G65484.2	AT1G65484	335
transcript:AT1G65486.3	AT1G65486	794
transcript:AT1G65486.4	AT1G65486	347
transcript:AT1G65486.1	AT1G65486	394
transcript:AT1G65486.2	AT1G65486	800
transcript:AT1G65490.2	AT1G65490	728
transcript:AT1G65490.3	AT1G65490	515
transcript:AT1G65490.1	AT1G65490	464
transcript:AT1G65500.1	AT1G65500	756
transcript:AT1G65510.2	AT1G65510	605
transcript:AT1G65510.1	AT1G65510	499
transcript:AT1G65520.1	AT1G65520	1023
transcript:AT1G65540.1	AT1G65540	2749
transcript:AT1G65540.2	AT1G65540	2725
transcript:AT1G65540.3	AT1G65540	2918
transcript:AT1G65541.1	AT1G65541	340
transcript:AT1G65550.1	AT1G65550	1626
transcript:AT1G65560.2	AT1G65560	1904
transcript:AT1G65560.1	AT1G65560	1424
transcript:AT1G65570.1	AT1G65570	1467
transcript:AT1G08767.1	AT1G08767	251
transcript:AT1G65580.1	AT1G65580	3787
transcript:AT1G65580.2	AT1G65580	3804
transcript:AT1G65590.1	AT1G65590	2271
transcript:AT1G65610.1	AT1G65610	2265
transcript:AT1G65620.2	AT1G65620	1379
transcript:AT1G65620.1	AT1G65620	2170
transcript:AT1G65620.3	AT1G65620	1816
transcript:AT1G65620.4	AT1G65620	1402
transcript:AT1G65620.5	AT1G65620	1036
transcript:AT1G65630.1	AT1G65630	1761
transcript:AT1G65640.1	AT1G65640	1572
transcript:AT1G65640.2	AT1G65640	1557
transcript:AT1G65650.1	AT1G65650	1349
transcript:AT1G65660.1	AT1G65660	1962
transcript:AT1G65670.1	AT1G65670	1723
transcript:AT1G65680.1	AT1G65680	1096
transcript:AT1G65681.1	AT1G65681	672
transcript:AT1G65690.1	AT1G65690	1251
transcript:AT1G65700.3	AT1G65700	763
transcript:AT1G65700.1	AT1G65700	832
transcript:AT1G65700.2	AT1G65700	578
transcript:AT1G65710.1	AT1G65710	1723
transcript:AT1G65720.1	AT1G65720	1422
transcript:AT1G65730.1	AT1G65730	2487
transcript:AT1G65735.1	AT1G65735	195
transcript:AT1G08773.1	AT1G08773	245
transcript:AT1G65740.1	AT1G65740	1116
transcript:AT1G65760.1	AT1G65760	1089
transcript:AT1G65770.1	AT1G65770	1083
transcript:AT1G65780.1	AT1G65780	3198
transcript:AT1G65790.2	AT1G65790	2032
transcript:AT1G65790.1	AT1G65790	2825
transcript:AT1G65790.3	AT1G65790	2891
transcript:AT1G08777.1	AT1G08777	245
transcript:AT1G65800.1	AT1G65800	3201
transcript:AT1G65800.2	AT1G65800	3290
transcript:AT1G65810.3	AT1G65810	3368
transcript:AT1G65810.1	AT1G65810	3153
transcript:AT1G65810.2	AT1G65810	3051
transcript:AT1G65820.1	AT1G65820	880
transcript:AT1G65820.2	AT1G65820	811
transcript:AT1G65820.3	AT1G65820	907
transcript:AT1G65830.1	AT1G65830	82
transcript:ENSRNA049492586-T1	ENSRNA049492586	82
transcript:AT1G65840.1	AT1G65840	2258
transcript:AT1G65845.1	AT1G65845	777
transcript:AT1G65850.2	AT1G65850	3343
transcript:AT1G65850.3	AT1G65850	3658
transcript:AT1G65850.1	AT1G65850	3111
transcript:AT1G65860.1	AT1G65860	1734
transcript:AT1G65870.1	AT1G65870	1076
transcript:AT1G65880.1	AT1G65880	1899
transcript:AT1G65890.1	AT1G65890	1945
transcript:AT1G65900.1	AT1G65900	1768
transcript:AT1G65900.2	AT1G65900	1592
transcript:AT1G65910.1	AT1G65910	2313
transcript:AT1G65920.2	AT1G65920	3638
transcript:AT1G65920.1	AT1G65920	3344
transcript:AT1G65930.1	AT1G65930	2286
transcript:at1g08783	AT1G08783	275
transcript:ENSRNA049757741-T1	ENSRNA049757741	275
transcript:AT1G08787.1	AT1G08787	237
transcript:AT1G65950.2	AT1G65950	1943
transcript:AT1G65950.1	AT1G65950	1837
transcript:AT1G65960.3	AT1G65960	5070
transcript:AT1G65960.1	AT1G65960	3511
transcript:AT1G65960.2	AT1G65960	2053
transcript:AT1G65960.4	AT1G65960	1250
transcript:at1g08793	AT1G08793	141
transcript:ENSRNA049757745-T1	ENSRNA049757745	141
transcript:AT1G08797.1	AT1G08797	324
transcript:AT1G65970.1	AT1G65970	737
transcript:AT1G08803.1	AT1G08803	201
transcript:AT1G65980.1	AT1G65980	987
transcript:AT1G65980.2	AT1G65980	1176
transcript:AT1G65985.2	AT1G65985	1786
transcript:AT1G65985.1	AT1G65985	1670
transcript:AT1G65990.1	AT1G65990	1662
transcript:AT1G66000.1	AT1G66000	1095
transcript:AT1G08807.1	AT1G08807	244
transcript:AT1G66020.1	AT1G66020	2017
transcript:AT1G66020.2	AT1G66020	2202
transcript:AT1G66030.1	AT1G66030	610
transcript:AT1G66040.1	AT1G66040	2028
transcript:AT1G66045.1	AT1G66045	435
transcript:AT1G66050.1	AT1G66050	2227
transcript:AT1G66060.1	AT1G66060	1630
transcript:AT1G66070.2	AT1G66070	1297
transcript:AT1G66070.1	AT1G66070	1389
transcript:AT1G66080.1	AT1G66080	1271
transcript:AT1G66090.1	AT1G66090	1668
transcript:at1g08813	AT1G08813	141
transcript:ENSRNA049757747-T1	ENSRNA049757747	141
transcript:AT1G66100.1	AT1G66100	992
transcript:AT1G66110.1	AT1G66110	1154
transcript:AT1G66120.1	AT1G66120	1854
transcript:AT1G66130.1	AT1G66130	1536
transcript:AT1G66140.1	AT1G66140	1370
transcript:AT1G66145.1	AT1G66145	306
transcript:AT1G66150.1	AT1G66150	3360
transcript:AT1G66160.1	AT1G66160	1413
transcript:AT1G66160.2	AT1G66160	1365
transcript:AT1G66170.1	AT1G66170	2495
transcript:AT1G66173.1	AT1G66173	1483
transcript:AT1G66180.1	AT1G66180	1719
transcript:AT1G66190.1	AT1G66190	1258
transcript:AT1G66200.1	AT1G66200	1659
transcript:AT1G66200.2	AT1G66200	1279
transcript:AT1G66200.3	AT1G66200	1282
transcript:AT1G66210.1	AT1G66210	2677
transcript:AT1G66220.1	AT1G66220	2262
transcript:AT1G08817.1	AT1G08817	248
transcript:AT1G66230.1	AT1G66230	1384
transcript:AT1G66235.2	AT1G66235	999
transcript:AT1G66235.1	AT1G66235	985
transcript:AT1G66240.1	AT1G66240	742
transcript:AT1G66240.2	AT1G66240	502
transcript:AT1G66240.3	AT1G66240	439
transcript:AT1G66245.1	AT1G66245	864
transcript:AT1G66250.1	AT1G66250	2026
transcript:AT1G66260.1	AT1G66260	1363
transcript:AT1G66260.2	AT1G66260	1312
transcript:AT1G66270.1	AT1G66270	1988
transcript:AT1G66270.2	AT1G66270	1735
transcript:AT1G66280.1	AT1G66280	2081
transcript:AT1G08823.1	AT1G08823	199
transcript:AT1G08827.1	AT1G08827	480
transcript:AT1G66290.1	AT1G66290	1362
transcript:AT1G66300.2	AT1G66300	1425
transcript:AT1G66300.1	AT1G66300	1503
transcript:AT1G08833.1	AT1G08833	343
transcript:AT1G66310.1	AT1G66310	1329
transcript:AT1G66320.1	AT1G66320	1626
transcript:AT1G66330.1	AT1G66330	1610
transcript:AT1G66330.2	AT1G66330	1713
transcript:AT1G66340.1	AT1G66340	2774
transcript:AT1G66345.1	AT1G66345	1635
transcript:AT1G08843.1	AT1G08843	242
transcript:AT1G66350.1	AT1G66350	2082
transcript:AT1G66360.1	AT1G66360	873
transcript:AT1G66370.1	AT1G66370	943
transcript:AT1G66380.1	AT1G66380	980
transcript:AT1G66380.2	AT1G66380	1024
transcript:AT1G66380.3	AT1G66380	730
transcript:AT1G66390.1	AT1G66390	1002
transcript:AT1G66400.1	AT1G66400	975
transcript:AT1G66410.1	AT1G66410	927
transcript:AT1G66410.3	AT1G66410	1738
transcript:AT1G66410.4	AT1G66410	1113
transcript:AT1G66410.2	AT1G66410	850
transcript:AT1G66420.1	AT1G66420	849
transcript:AT1G66430.1	AT1G66430	1647
transcript:AT1G66440.1	AT1G66440	2356
transcript:AT1G66450.2	AT1G66450	2343
transcript:AT1G66450.1	AT1G66450	2103
transcript:AT1G66465.1	AT1G66465	1302
transcript:AT1G66465.2	AT1G66465	955
transcript:AT1G66460.1	AT1G66460	1643
transcript:AT1G66460.3	AT1G66460	1727
transcript:AT1G66460.2	AT1G66460	1820
transcript:AT1G66470.1	AT1G66470	1426
transcript:AT1G66480.1	AT1G66480	1182
transcript:AT1G66490.1	AT1G66490	1083
transcript:AT1G66500.1	AT1G66500	1582
transcript:AT1G66510.4	AT1G66510	1597
transcript:AT1G66510.2	AT1G66510	1604
transcript:AT1G66510.1	AT1G66510	1407
transcript:AT1G66510.3	AT1G66510	1336
transcript:AT1G66520.1	AT1G66520	1321
transcript:AT1G66520.2	AT1G66520	1038
transcript:AT1G66530.1	AT1G66530	2059
transcript:AT1G66540.1	AT1G66540	1823
transcript:AT1G66540.2	AT1G66540	2102
transcript:AT1G66550.2	AT1G66550	856
transcript:AT1G66550.1	AT1G66550	765
transcript:AT1G66560.1	AT1G66560	981
transcript:AT1G66570.1	AT1G66570	1740
transcript:AT1G66570.2	AT1G66570	1676
transcript:AT1G66570.3	AT1G66570	1544
transcript:AT1G66580.1	AT1G66580	1151
transcript:AT1G66590.1	AT1G66590	1041
transcript:AT1G66590.2	AT1G66590	680
transcript:AT1G66600.1	AT1G66600	1020
transcript:AT1G66610.1	AT1G66610	1101
transcript:AT1G66610.2	AT1G66610	1219
transcript:AT1G66620.1	AT1G66620	1348
transcript:AT1G66630.1	AT1G66630	1105
transcript:AT1G66640.1	AT1G66640	1251
transcript:AT1G66650.1	AT1G66650	1186
transcript:AT1G66660.1	AT1G66660	1195
transcript:AT1G66660.2	AT1G66660	1321
transcript:AT1G66670.1	AT1G66670	1393
transcript:AT1G66680.1	AT1G66680	1533
transcript:AT1G66690.1	AT1G66690	1343
transcript:AT1G66700.1	AT1G66700	1384
transcript:AT1G66700.3	AT1G66700	1397
transcript:AT1G66720.1	AT1G66720	1115
transcript:at1g66725	AT1G66725	331
transcript:ENSRNA049757750-T1	ENSRNA049757750	331
transcript:AT1G66730.1	AT1G66730	4724
transcript:AT1G66740.1	AT1G66740	1165
transcript:AT1G66750.1	AT1G66750	1543
transcript:AT1G66760.2	AT1G66760	1907
transcript:AT1G66760.1	AT1G66760	1899
transcript:AT1G66760.3	AT1G66760	2000
transcript:AT1G66760.4	AT1G66760	1902
transcript:AT1G66770.1	AT1G66770	786
transcript:AT1G66780.1	AT1G66780	1748
transcript:AT1G08847.1	AT1G08847	255
transcript:at1g66783	AT1G66783	98
transcript:ENSRNA049757754-T1	ENSRNA049757754	98
transcript:at1g66795	AT1G66795	132
transcript:ENSRNA049757757-T1	ENSRNA049757757	132
transcript:AT1G66800.1	AT1G66800	1214
transcript:AT1G66810.2	AT1G66810	1702
transcript:AT1G66810.3	AT1G66810	1628
transcript:AT1G66810.1	AT1G66810	1366
transcript:AT1G66820.1	AT1G66820	741
transcript:AT1G66830.1	AT1G66830	2963
transcript:AT1G66840.1	AT1G66840	2363
transcript:AT1G66840.2	AT1G66840	2441
transcript:AT1G66850.1	AT1G66850	559
transcript:ENSRNA049493311-T1	ENSRNA049493311	102
transcript:AT1G66852.1	AT1G66852	333
transcript:AT1G66855.1	AT1G66855	464
transcript:AT1G66860.1	AT1G66860	1516
transcript:AT1G66870.2	AT1G66870	475
transcript:AT1G66870.1	AT1G66870	1485
transcript:AT1G08853.1	AT1G08853	416
transcript:AT1G66880.1	AT1G66880	4147
transcript:AT1G66880.2	AT1G66880	4284
transcript:AT1G66880.3	AT1G66880	2270
transcript:AT1G08857.1	AT1G08857	1136
transcript:AT1G08857.2	AT1G08857	697
transcript:AT1G66890.1	AT1G66890	932
transcript:AT1G66900.1	AT1G66900	1482
transcript:AT1G66910.1	AT1G66910	2006
transcript:AT1G66910.2	AT1G66910	1997
transcript:AT1G08863.1	AT1G08863	283
transcript:AT1G66920.2	AT1G66920	2284
transcript:AT1G66920.3	AT1G66920	2206
transcript:AT1G66920.1	AT1G66920	2171
transcript:AT1G08867.1	AT1G08867	247
transcript:AT1G66930.2	AT1G66930	2695
transcript:AT1G66930.1	AT1G66930	2276
transcript:AT1G66930.3	AT1G66930	2183
transcript:AT1G66940.4	AT1G66940	1384
transcript:AT1G66940.1	AT1G66940	1434
transcript:AT1G66940.2	AT1G66940	1469
transcript:AT1G66940.3	AT1G66940	1522
transcript:AT1G66950.1	AT1G66950	4641
transcript:AT1G66960.1	AT1G66960	2713
transcript:AT1G66960.3	AT1G66960	2650
transcript:AT1G66960.2	AT1G66960	2943
transcript:AT1G66960.4	AT1G66960	2680
transcript:AT1G66970.1	AT1G66970	3006
transcript:AT1G66970.3	AT1G66970	3029
transcript:AT1G66970.2	AT1G66970	2663
transcript:AT1G66980.1	AT1G66980	3903
